sample_id,domain,split,speckle_path,phase_path,pair_method,class_id,group_id,speckle_sha256,phase_sha256,phase_phash
digits_train_00032_000044,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00032.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00032.png,normalized_key,,75295c751bb693596ef598d06ebb757f5248d52b21a15951f2d50c95f0c8ed1f,82e33de936e9588ef9b2b73b304f4e21e663c1b5304e42aae17ddfe940712c37,75295c751bb693596ef598d06ebb757f5248d52b21a15951f2d50c95f0c8ed1f,00000000018007e00ff00e700c381fb81ff81ff81ff00ff007e001c000000000
digits_train_00033_000045,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00033.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00033.png,normalized_key,,01fa209a72471008d254fba9f1a4b49ad0a0950265a434bc7afcba66cd6dd9d8,bff3c39451ff5baf6726ba57ab36aa67ef68775fdc3ebe6c02d95676644afe8e,01fa209a72471008d254fba9f1a4b49ad0a0950265a434bc7afcba66cd6dd9d8,000000001e000fe00ff00ff80ff80ff80ff80df00ef007f003f0003000000000
digits_train_00034_000046,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00034.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00034.png,normalized_key,,2b667fd376bf15d9aa02ec03ba30e78a724bd69a6b323695de9b1334db4e08c8,a0329cb775e1c7db525ce974afe1dd09aa5e697e96e595991b8f34eafd3521f6,2b667fd376bf15d9aa02ec03ba30e78a724bd69a6b323695de9b1334db4e08c8,00000000018007e00ff00e701e381e381fb81fb80ff00ff007e0018000000000
digits_train_00035_000047,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00035.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00035.png,normalized_key,,c5ca9c2c675267247fc9ed0cce371f646c12d7a63f834d6a9e73466ca5f97611,ebbb4066be73e8ddf3b6b6ee94c0cbb568fcaac0c099bc74ac17875f0d630b71,c5ca9c2c675267247fc9ed0cce371f646c12d7a63f834d6a9e73466ca5f97611,0000000000000fe00ff00ff00ff80ff80ff80ff80ff007f003e0018000000000
digits_train_00036_000048,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00036.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00036.png,normalized_key,,fd043159b867f94aa90acdab47fac2878af26d6bc23fce90a473b86c84e62811,f1f1bb43c7f983dfbc7d418d6cfdad1e9389647d54a4653e4877efe410427b1c,fd043159b867f94aa90acdab47fac2878af26d6bc23fce90a473b86c84e62811,00000000000000001e001f001f800f800fc007e003e000f00060000000000000
digits_train_00037_000049,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00037.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00037.png,normalized_key,,04d5d191ac21c1ca9686ec5891d762f1ca66253df0025b9e00609134b10bfe67,3ae3d88df458148762ff91130683f503dd9b87c7308d1ac5368db2fa50ec8648,04d5d191ac21c1ca9686ec5891d762f1ca66253df0025b9e00609134b10bfe67,0000000000000f003f803fc01fe01fe00ff007b0038003800000000000000000
digits_train_00038_000050,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00038.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00038.png,normalized_key,,e9945a1fadcf94d8b0ebd73d9090e215e1b6ea8876c49aca9ef86de4fea96aeb,f95a9c329a4583c8a2fc92cbd23d570529043fa739092c53468b80acbaea9d12,e9945a1fadcf94d8b0ebd73d9090e215e1b6ea8876c49aca9ef86de4fea96aeb,00000000000003e007f00ff80ff80ff80ff81ff81ff03ff01fe0180000000000
digits_train_00039_000051,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00039.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00039.png,normalized_key,,25249b384b96f99d54a69244b2f6ce125ea4b62395395cfec8019bbd912a0319,b8dd9f3c529bbc84b5a0b63d53e1a09c98976215d6c43d9bc3b2ca3421b5c32f,25249b384b96f99d54a69244b2f6ce125ea4b62395395cfec8019bbd912a0319,00000000070007e007f00ff00ff80ff80ff80ff80f7007f003e0000000000000
digits_train_00040_000052,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00040.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00040.png,normalized_key,,99320517afde3a7e21e9714c5b07e79d84d6c88a827053207dca85bcfe275c5d,c0d6d2d028d896d10cb547baee7c7e418d4c60715c160a48b73d31c7ed54ec53,99320517afde3a7e21e9714c5b07e79d84d6c88a827053207dca85bcfe275c5d,0000000003e007e007f00ff00ff80fb80fb80fb80ff007f007f800fc00000000
digits_train_00041_000053,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00041.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00041.png,normalized_key,,05188255beac8e2347ff4522c84b611f451c3eb7c2799b84ae3ac03b41a0be07,3259e168f40377f529ea27e729bf7971d0e28746fd502ece6b31a3021dde3001,05188255beac8e2347ff4522c84b611f451c3eb7c2799b84ae3ac03b41a0be07,00000000000003e007f00ff00fb80fb80fb80fb80ff007f003e000e000000000
digits_train_00042_000054,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00042.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00042.png,normalized_key,,56f39348cdafeda3bb9969c881b8e99fdd82aa91057935d5af32833e3ae9061e,f7ad96b27e8e1826c650ffe4be490829e26e1f964cc7efedeaec21eb09ef7919,56f39348cdafeda3bb9969c881b8e99fdd82aa91057935d5af32833e3ae9061e,0000000003000700070007800780078007c007f807f80e380e00040000000000
digits_train_00043_000055,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00043.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00043.png,normalized_key,,bb074b7947451214a061f27d3146b5de88a05a6d83c5a268326d64db71d37184,d8aa822c2500e250a5b823bb1a06eb23841a4587b6160cfc1ade4666c5547040,bb074b7947451214a061f27d3146b5de88a05a6d83c5a268326d64db71d37184,0000000001e001e003e007e007e00fe01fe01fe03fc01fc007c0000000000000
digits_train_00044_000056,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00044.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00044.png,normalized_key,,7d1ef91a34c5a74f98a3a5695a247d49ad605b5240159adee804a899d22bc41a,10b989964961d1c5a941f1fe2b3c404cb9deef63dd481ea7adbfb580f64e8937,7d1ef91a34c5a74f98a3a5695a247d49ad605b5240159adee804a899d22bc41a,00000000018007e00ff00e700f381ff81ff80ff80ff807f007e0018000000000
digits_train_00045_000057,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00045.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00045.png,normalized_key,,db72ee98531fb66c2f89fb6235edbb18fdc0147d0daf9d2d98930004b0456ed0,b4a0c50d21a16b6c3a483a941854c8f064386baf1be5b7286eff8de5c72ac4ab,db72ee98531fb66c2f89fb6235edbb18fdc0147d0daf9d2d98930004b0456ed0,00000000038007e007f00ff00ff81ff81ff80ff80ff007f007e0000000000000
digits_train_00046_000058,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00046.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00046.png,normalized_key,,eba4e9fc66c73733919f6baabfaa600e0c9fa008c9c867791b64a1a60790fd5a,a861d533bba07e44fdfa315ee5162ab5c35f4955dc010084f0c2e866a26dbcff,eba4e9fc66c73733919f6baabfaa600e0c9fa008c9c867791b64a1a60790fd5a,00000000000000300078007800f801f803f007f00fc00f800e00000000000000
digits_train_00047_000059,digits,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\speckles\speckle_00047.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\train\phases\phase_00047.png,normalized_key,,22ec028b0a2dc85e34d6d5edafcb042b647e6d2828c96d2c44118859c6e5b434,8649f6af3a7019e1f82101f68159a62e0d0a175983977496bc0e1dbc3e1f3c67,22ec028b0a2dc85e34d6d5edafcb042b647e6d2828c96d2c44118859c6e5b434,00000000008007e007f80ff81ff81e381c380c380ff807f007e0008000000000
digits_val_00000_000060,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00000.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00000.png,normalized_key,,3375a6a874317efe4f1a0730237c4083223a90c7699dc3fc484eb49f9351b943,9804784cb7905a6d037255a9c39bda8640b7a4066634e9dd3cb4fa5982ee9920,3375a6a874317efe4f1a0730237c4083223a90c7699dc3fc484eb49f9351b943,000000000000000000e003e00fe01fc01fc00f80010000000000000000000000
digits_val_00001_000061,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00001.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00001.png,normalized_key,,d7a4657654a0c7bff0d0e1cbd548ae8068c871a39d44d2d5e581f807cd363b81,10d3deee64fe3b0846a3f1f963cbf555fd17eecc498c6f28c8446ee880c87b77,d7a4657654a0c7bff0d0e1cbd548ae8068c871a39d44d2d5e581f807cd363b81,00000000018007e01ff03f701f381e381e381e381e701ff00fe0018000000000
digits_val_00002_000062,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00002.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00002.png,normalized_key,,9d07f1e383ea83be0ce5431cd4864ba5360db7af3e90c2f0191f744599691383,28fa060485d121c033e75d949ee2909a0048cf00b86f518354ea0c89519bbbe2,9d07f1e383ea83be0ce5431cd4864ba5360db7af3e90c2f0191f744599691383,00000000000003e01ff03ff03ff03df83fb83fb01f301ff00fe00c0000000000
digits_val_00003_000063,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00003.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00003.png,normalized_key,,0b1dc6c0e69bb0800b14e438d119c54e1f908af8f05b523b61f571dcf084f3bb,87e52d242ab27316dc20c94a9222e63e297d377392fc0ecb7329449979241b69,0b1dc6c0e69bb0800b14e438d119c54e1f908af8f05b523b61f571dcf084f3bb,0000000000000c000e000fc007f001f8007800380ff81ff81ff0000000000000
digits_val_00004_000064,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00004.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00004.png,normalized_key,,676a33bfa905d0dd54fef97c4733528c0184dfa23f89b5c98934f402b20b5766,25beafb539e581687c2cf6478176da33be647a981bc8ccd27cfb9ed877d3bc77,676a33bfa905d0dd54fef97c4733528c0184dfa23f89b5c98934f402b20b5766,00000000000007e007f00ff00df81cf81cf80cf80ef007f007e001c000000000
digits_val_00005_000065,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00005.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00005.png,normalized_key,,3f11e88f4d93e4d14a67f0d1026c80c400f0ec69baf9447726c9df256f35102d,d3c368f26b0057a57422822808bf241146bf6511194d835094414fb2de43bc08,3f11e88f4d93e4d14a67f0d1026c80c400f0ec69baf9447726c9df256f35102d,0000000008001c001e000f00078007c007e007f007f803300000000000000000
digits_val_00006_000066,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00006.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00006.png,normalized_key,,a25566fa8a94ee867a2f302617d10f63ead0c4c1ec86e8d6c698b6b82411f787,88fa4cc2f8f38211d3ab6a63d2106e629142600117155edd80e54e709588d632,a25566fa8a94ee867a2f302617d10f63ead0c4c1ec86e8d6c698b6b82411f787,00000000020007e007f00f300fb80fb80fb80ff80ff80ff80fe0000000000000
digits_val_00007_000067,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00007.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00007.png,normalized_key,,1ff724e6176160602d5d149c80dfc22da386c3f33403ccdc56cdc4f6552d601e,938892e3d270c4ffd0273330c4e1894e2d4c2381b51216576cf0a07c5535c4c2,1ff724e6176160602d5d149c80dfc22da386c3f33403ccdc56cdc4f6552d601e,00000000006030e038e038e0386038603c601f701ff01ff01ce0000000000000
digits_val_00008_000068,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00008.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00008.png,normalized_key,,0afdd65ab39396a2134a5f8accb25dc871f1e7a5d669aafa43b1938263f7a6e7,c1aa0b43b62b33a6c5ea5da31ee11e93e016e81c2c033546dcf2e168391ee495,0afdd65ab39396a2134a5f8accb25dc871f1e7a5d669aafa43b1938263f7a6e7,00000000000007e007f00e700c381c381c780ff81ffc1ffc1ffc000800000000
digits_val_00009_000069,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00009.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00009.png,normalized_key,,2f0e7805a8086b3aa1700469a23382a116baea9c1571e690f6492e95b91db315,5cf2ad99bf0af52b20933eb4ad7d779bf80c0f3c3ee94d2ba4ff34cedfd04c28,2f0e7805a8086b3aa1700469a23382a116baea9c1571e690f6492e95b91db315,0000000001803fe03ff01e701c381c381e380ef80ff00ff007e0038000000000
digits_val_00010_000070,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00010.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00010.png,normalized_key,,f5fe81dcce6367646723acb7f2e24023185690197093a59773cac01efbf7cb6e,64e4db997381a7788e8a6190ab4e8434618bfffb248614cb58c9f9ab39273972,f5fe81dcce6367646723acb7f2e24023185690197093a59773cac01efbf7cb6e,000000000fe00fe00ff00ff00ff80ff80ff80fb80ff007f003e0000000000000
digits_val_00011_000071,digits,val,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\speckles\speckle_00011.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\digits\val\phases\phase_00011.png,normalized_key,,3e6903a3e7c5c22321643f7de95e1b2a0faf365c3450f8f020fdc6671f4ede98,d35db4712dfd32a93af04b881c1569b2887a5cda59b93e35fe020609c9d6c3ee,3e6903a3e7c5c22321643f7de95e1b2a0faf365c3450f8f020fdc6671f4ede98,00000000018007e00ff00e700c381c381fb81ff81ff00ff00fe0018000000000
fashion_test_00000_000072,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00000.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00000.png,normalized_key,,bd6f5579138a3c32134d07eeeb555c3cd5f05333adb2dcf6b92ce8e65e646146,554c9204ed1be2188bee1c7b49381b0c186fd889b99d735143d103e600176406,bd6f5579138a3c32134d07eeeb555c3cd5f05333adb2dcf6b92ce8e65e646146,00000000008003c00ff01ff83ffc3ffc1ff81ff81ff80ff00ff00ff000000000
fashion_test_00001_000073,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00001.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00001.png,normalized_key,,06aac07bb08bd18011087c19dea681c5ce3d3bc769c386581d38da61167c97b2,7d76e6a15a5c28718b7ee11b679969bb1d13512b7b86354b54ede84637c9b970,06aac07bb08bd18011087c19dea681c5ce3d3bc769c386581d38da61167c97b2,00000000008003c00ff01ff83ffc3ffc1fe81fe01ff00ff00ff00ff003c00000
fashion_test_00002_000074,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00002.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00002.png,normalized_key,,ac6d64d4010f5482fb68aeaf1d0812b9d9a8eb1ce427841e441e428ccec94c7b,4ad66d594a513dd80500c8ee7f5302b889e6b313ec92416d5d8edb3108de1ec2,ac6d64d4010f5482fb68aeaf1d0812b9d9a8eb1ce427841e441e428ccec94c7b,00000000008003c00ff01ff83ffc1ffc1ff81ff81ff80ff00ff00ff000000000
fashion_test_00003_000075,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00003.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00003.png,normalized_key,,3bdfc0115f24687bac2b6d9a3d95bff2aefedd09dc36630a16aa589a499e6713,da2d17f515e1f6dabfb420764c112cdc32423a8e2e2229d2b83db655c6f67bfa,3bdfc0115f24687bac2b6d9a3d95bff2aefedd09dc36630a16aa589a499e6713,00000000000003c00ff01ff83ffc1ff81ff81ff81ff80ff00ff00ff000000000
fashion_test_00004_000076,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00004.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00004.png,normalized_key,,24d6f68fd1d45625148d5f35824a5775b83f9bd5c2824d5b71f0006c97fc23b2,d59c2c95444d110bd8d0eeeacffb2f8fcad394a3050bcdf09c06f34078545e9c,24d6f68fd1d45625148d5f35824a5775b83f9bd5c2824d5b71f0006c97fc23b2,00000000018003800f801f883ffc3ffc1ff81ff81ff80ff00ff00ff007e00000
fashion_test_00005_000077,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00005.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00005.png,normalized_key,,a099513593868801f02902c25de89370c02266a743026d4f9d15491b9797c601,7411949f3d771677abbeb4e944c2bddf6b3c2aa8909c0af0afffb26f2fca9928,a099513593868801f02902c25de89370c02266a743026d4f9d15491b9797c601,00000000008003c00ff01ff83ffc1ff81ff81ff81ff81ff00ff00ff000000000
fashion_test_00006_000078,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00006.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00006.png,normalized_key,,58e0cd62ecbdc5cb1295352b7dccb6c0332ceef9a7cbff5c8f1e04274cbf65f7,c06c448cd0aefccd44ddcb435028eb735579ef389bcb1572f135025517d1ed5a,58e0cd62ecbdc5cb1295352b7dccb6c0332ceef9a7cbff5c8f1e04274cbf65f7,0000000007800fc01ff01ff83ffc1ffc1ff81ff81ff80ff00ff00ff000000000
fashion_test_00007_000079,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00007.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00007.png,normalized_key,,5a956cc3fc426554bd16f41b5ab0ae24da1cb1fc6abbd52a2362f410c63a703f,83873374b35645b29046e938dea6eb6765786a6cd6e8a99177b78e347d8c0f85,5a956cc3fc426554bd16f41b5ab0ae24da1cb1fc6abbd52a2362f410c63a703f,00000000018003c00ff01ff83ffc3ffc1ff81ff81ff80cf00cf00ff000c00000
fashion_test_00008_000080,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00008.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00008.png,normalized_key,,279301e7d4e7740997b3221ad9cd6092efb647e0e7df2eacccf0e7c40d380c3b,bf89ebf0cc3f6a3299c1e6b1f665c119489240f342b83a58e314ced4c90102ae,279301e7d4e7740997b3221ad9cd6092efb647e0e7df2eacccf0e7c40d380c3b,00000000000003c007f01ff83bfc3ff83ff81ff81ff80ff00ff00ff000000000
fashion_test_00009_000081,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00009.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00009.png,normalized_key,,64a4ea40751824fe02591ab1dea7bbf8253823e7578d12f5f591bc838ffbc57b,abea23b66856940d4742623d7922d1c438ebfe5ff393b4f98e4f00e21740193d,64a4ea40751824fe02591ab1dea7bbf8253823e7578d12f5f591bc838ffbc57b,00000000018003c00ff01ff83f9c3ffc1ff81ff81ff80ff00ff00ff003c00000
fashion_test_00010_000082,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00010.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00010.png,normalized_key,,a8a2bdc1d50ad5e80f11efcd681b04a5e0d4d04dc0837dfd1da04f49eacccb0f,847846ad75ecd1d41bdf7c98b5ad53a18677485b200367ab6668cb89817e371a,a8a2bdc1d50ad5e80f11efcd681b04a5e0d4d04dc0837dfd1da04f49eacccb0f,00000000008003c00ff01ffc3ffc3ffc1ffc1ff81ff80ff00ff00ff000000000
fashion_test_00011_000083,fashion,test,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\speckles\speckle_00011.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\test\phases\phase_00011.png,normalized_key,,836a412e6a28f9983910afdc5c28192da72c491c5be6d52bc7a054c45b6ed560,a4cb2b9508fe846d11a3acf0f0aa9a4ebb8c8f0624ff3d3ea5615abb567557c1,836a412e6a28f9983910afdc5c28192da72c491c5be6d52bc7a054c45b6ed560,00000000008003c00ff01ff83ffc1ff81ff81ff81ff80ff00ff00ff000000000
fashion_train_00000_000084,fashion,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\speckles\speckle_00000.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\phases\phase_00000.png,normalized_key,,47d5a57c915cd0e6e62c1fb9ef6342fd584901bc2c314c9cd14b98408fd83330,dc73d9e175f3be1eb88fe66fe9946b3efeaa36216f01c5f2f436f912f4dc2ab7,47d5a57c915cd0e6e62c1fb9ef6342fd584901bc2c314c9cd14b98408fd83330,00000000000003c00ff01ff83ffc1ff81ff81ff81ff80ff00ff00ff000000000
fashion_train_00001_000085,fashion,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\speckles\speckle_00001.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\phases\phase_00001.png,normalized_key,,a3251e6025c457d6486700072d4fde6f1a87321423053f9ba8e5d771af5f8abf,60898a44361cf80a1cabdf57089015c2b57b3edb88c2da736fa9783eedd2adcd,a3251e6025c457d6486700072d4fde6f1a87321423053f9ba8e5d771af5f8abf,00000000008007c00ff01ff83ffc1ff81ff81ff81ff80ff00ff00ff000000000
fashion_train_00002_000086,fashion,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\speckles\speckle_00002.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\phases\phase_00002.png,normalized_key,,a30c538138d8656dcebde1e58491943929bcb1873f999b565fbe1ded1e8eb933,259dff06af6b714739059200b1f0d7c3ca0b9d657252619cd0d1a91d273f86c0,a30c538138d8656dcebde1e58491943929bcb1873f999b565fbe1ded1e8eb933,00000000018003c00ff01ff83ffc1ffc1ff81ff81ff80ff00ff00ff003c00000
fashion_train_00003_000087,fashion,train,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\speckles\speckle_00003.png,E:\laser and photonics\MCF-QPI_项目\MCF_QPI_RVQTwin\data\smoke\raw\fashion\train\phases\phase_00003.png,normalized_key,,c1910905ed5fad021d01206f13299e61a1fd9a838d0ac057854ac53c5617bccf,6ebdad3db0851f8a39f7ce1ce395523f72d12f851c1aa64a5b6daafaadb04312,c1910905ed5fad021d01206f13299e61a1fd9a838d0ac057854ac53c5617bccf,00000000008003c00ff01ff83ffc3ffc1ff81ff81ff80ff00ff00ff000000000
